parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,rain,98861,98876,98877,98884,98901,98903,98904,98905,98907,98915,98936,98937,98940,98941,99581,99618,max,coef,noppt,lin,cap,n,sublim,trncf,radmax,adj,sq,thresh,frac,exp,rate,allsnow
jh_coef:hru_98936:mon_4,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98936:mon_5,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98936:mon_6,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98936:mon_7,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98936:mon_8,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98936:mon_9,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98937:mon_1,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98937:mon_10,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98937:mon_11,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98937:mon_12,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98937:mon_2,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98937:mon_3,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98937:mon_4,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98937:mon_5,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98937:mon_6,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98937:mon_7,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98937:mon_8,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98937:mon_9,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98940:mon_1,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98940:mon_10,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98940:mon_11,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98940:mon_12,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98940:mon_2,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98940:mon_3,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98940:mon_4,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98940:mon_5,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98940:mon_6,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98940:mon_7,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98940:mon_8,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98940:mon_9,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98941:mon_1,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98941:mon_10,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98941:mon_11,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98941:mon_12,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98941:mon_2,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98941:mon_3,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98941:mon_4,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98941:mon_5,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98941:mon_6,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98941:mon_7,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98941:mon_8,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_98941:mon_9,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_99581:mon_1,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_99581:mon_10,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_99581:mon_11,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_99581:mon_12,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_99581:mon_2,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_99581:mon_3,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_99581:mon_4,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_99581:mon_5,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_99581:mon_6,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_99581:mon_7,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_99581:mon_8,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_99581:mon_9,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_99618:mon_1,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_99618:mon_10,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_99618:mon_11,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_99618:mon_12,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_99618:mon_2,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_99618:mon_3,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_99618:mon_4,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_99618:mon_5,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_99618:mon_6,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_99618:mon_7,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_99618:mon_8,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_99618:mon_9,none,relative,0.02,0.0,1.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
mann_n:seg_49713,log,factor,0.04,0.001,0.15,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,seg,,,,,,,,,,
mann_n:seg_49714,log,factor,0.04,0.001,0.15,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,seg,,,,,,,,,,
mann_n:seg_49715,log,factor,0.04,0.001,0.15,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,seg,,,,,,,,,,
mann_n:seg_49716,log,factor,0.04,0.001,0.15,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,seg,,,,,,,,,,
mann_n:seg_49717,log,factor,0.04,0.001,0.15,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,seg,,,,,,,,,,
mann_n:seg_49735,log,factor,0.04,0.001,0.15,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,seg,,,,,,,,,,
mann_n:seg_49736,log,factor,0.04,0.001,0.15,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,seg,,,,,,,,,,
mann_n:seg_49737,log,factor,0.04,0.001,0.15,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,seg,,,,,,,,,,
potet_sublim:hru_98861,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_98876,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_98877,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_98884,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_98901,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_98903,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_98904,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_98905,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_98907,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_98915,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_98936,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_98937,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_98940,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_98941,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_99581,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_99618,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
rad_trncf:hru_98861,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_98876,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_98877,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_98884,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_98901,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_98903,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_98904,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_98905,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_98907,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_98915,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_98936,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_98937,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_98940,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_98941,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_99581,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_99618,none,relative,0.5,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
radmax:hru_98861:mon_1,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98861:mon_10,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98861:mon_11,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98861:mon_12,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98861:mon_2,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98861:mon_3,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98861:mon_4,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98861:mon_5,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98861:mon_6,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98861:mon_7,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98861:mon_8,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98861:mon_9,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98876:mon_1,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98876:mon_10,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98876:mon_11,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98876:mon_12,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98876:mon_2,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98876:mon_3,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98876:mon_4,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98876:mon_5,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98876:mon_6,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98876:mon_7,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98876:mon_8,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98876:mon_9,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98877:mon_1,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98877:mon_10,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98877:mon_11,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98877:mon_12,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98877:mon_2,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98877:mon_3,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98877:mon_4,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98877:mon_5,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98877:mon_6,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98877:mon_7,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98877:mon_8,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98877:mon_9,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98884:mon_1,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98884:mon_10,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98884:mon_11,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98884:mon_12,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98884:mon_2,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98884:mon_3,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98884:mon_4,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98884:mon_5,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98884:mon_6,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98884:mon_7,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98884:mon_8,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98884:mon_9,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98901:mon_1,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98901:mon_10,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98901:mon_11,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98901:mon_12,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98901:mon_2,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98901:mon_3,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98901:mon_4,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98901:mon_5,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98901:mon_6,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98901:mon_7,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98901:mon_8,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98901:mon_9,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_98903:mon_1,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,,,,,,hru,,,,,,,
