parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,rain,5621,5625,5628,5635,5637,5643,5678,5679,5686,5690,5693,5697,5703,5728,7128,7156,7157,max,coef,noppt,lin,cap,n,sublim,trncf,radmax,adj,sq,thresh,frac,exp,rate,allsnow
snow_cbh_adj:hru_5679:mon_2,log,factor,1.393162,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5679:mon_3,log,factor,1.3894,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5679:mon_4,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5679:mon_5,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5679:mon_6,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5679:mon_7,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5679:mon_8,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5679:mon_9,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5686:mon_1,log,factor,1.251923,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5686:mon_10,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5686:mon_11,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5686:mon_12,log,factor,1.260087,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5686:mon_2,log,factor,1.220821,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5686:mon_3,log,factor,1.211637,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5686:mon_4,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5686:mon_5,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5686:mon_6,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5686:mon_7,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5686:mon_8,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5686:mon_9,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5690:mon_1,log,factor,1.195415,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5690:mon_10,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5690:mon_11,log,factor,1.182723,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5690:mon_12,log,factor,1.195415,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5690:mon_2,log,factor,1.307625,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5690:mon_3,log,factor,1.308907,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5690:mon_4,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5690:mon_5,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5690:mon_6,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5690:mon_7,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5690:mon_8,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5690:mon_9,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5693:mon_1,log,factor,0.927066,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5693:mon_10,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5693:mon_11,log,factor,0.929498,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5693:mon_12,log,factor,0.927066,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5693:mon_2,log,factor,0.728648,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5693:mon_3,log,factor,0.74851,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5693:mon_4,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5693:mon_5,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5693:mon_6,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5693:mon_7,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5693:mon_8,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5693:mon_9,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5697:mon_1,log,factor,1.441453,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5697:mon_10,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5697:mon_11,log,factor,1.480881,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5697:mon_12,log,factor,1.441453,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5697:mon_2,log,factor,0.501219,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5697:mon_3,log,factor,0.508494,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5697:mon_4,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5697:mon_5,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5697:mon_6,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5697:mon_7,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5697:mon_8,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5697:mon_9,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5703:mon_1,log,factor,1.255349,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5703:mon_10,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5703:mon_11,log,factor,1.274211,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5703:mon_12,log,factor,1.255349,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5703:mon_2,log,factor,0.650593,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5703:mon_3,log,factor,0.661182,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5703:mon_4,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5703:mon_5,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5703:mon_6,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5703:mon_7,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5703:mon_8,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5703:mon_9,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5728:mon_1,log,factor,1.197366,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5728:mon_10,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5728:mon_11,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5728:mon_12,log,factor,1.197366,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5728:mon_2,log,factor,1.129545,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5728:mon_3,log,factor,1.121428,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5728:mon_4,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5728:mon_5,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5728:mon_6,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5728:mon_7,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5728:mon_8,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_5728:mon_9,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7128:mon_1,log,factor,0.861834,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7128:mon_10,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7128:mon_11,log,factor,0.858032,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7128:mon_12,log,factor,0.861834,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7128:mon_2,log,factor,0.884185,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7128:mon_3,log,factor,0.875471,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7128:mon_4,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7128:mon_5,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7128:mon_6,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7128:mon_7,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7128:mon_8,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7128:mon_9,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7156:mon_1,log,factor,1.223065,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7156:mon_10,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7156:mon_11,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7156:mon_12,log,factor,1.223065,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7156:mon_2,log,factor,1.118718,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7156:mon_3,log,factor,1.113054,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7156:mon_4,log,factor,1.107444,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7156:mon_5,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7156:mon_6,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7156:mon_7,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7156:mon_8,log,factor,0.969881,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7156:mon_9,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7157:mon_1,log,factor,0.849839,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7157:mon_10,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7157:mon_11,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7157:mon_12,log,factor,0.849839,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7157:mon_2,log,factor,0.5,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7157:mon_3,log,factor,0.5,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7157:mon_4,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7157:mon_5,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7157:mon_6,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7157:mon_7,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7157:mon_8,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,
snow_cbh_adj:hru_7157:mon_9,log,factor,0.893602,0.5,1.75,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,
snowinfil_max:hru_5621,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_5625,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_5628,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_5635,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_5637,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_5643,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_5678,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_5679,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_5686,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_5690,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_5693,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_5697,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_5703,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_5728,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_7128,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_7156,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
snowinfil_max:hru_7157,log,relative,15.160418,0.0,20.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5621,log,relative,0.040951,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5625,log,relative,0.049872,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5628,log,relative,0.040338,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5635,log,relative,0.041471,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5637,log,relative,0.0,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5643,log,relative,0.009881,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5678,log,relative,0.052774,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5679,log,relative,0.056562,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5686,log,relative,0.0,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5690,log,relative,0.038318,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5693,log,relative,0.029156,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5697,log,relative,0.0,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5703,log,relative,0.0,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_5728,log,relative,0.014755,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_7128,log,relative,0.009304,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_7156,log,relative,0.023024,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil2gw_max:hru_7157,log,relative,0.027392,0.0,0.5,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil_moist_max:hru_5621,log,factor,2.282471,0.001,12.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil_moist_max:hru_5625,log,factor,4.327853,0.001,12.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil_moist_max:hru_5628,log,factor,3.451872,0.001,12.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil_moist_max:hru_5635,log,factor,3.093171,0.001,12.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil_moist_max:hru_5637,log,factor,3.339987,0.001,12.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
soil_moist_max:hru_5643,log,factor,3.34061,0.001,12.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,,
